"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.325057140E-1,-6.668750197E-2,1.178512454E0,7.955750227E-1
7.350392520E-1,-4.647500068E-2,1.210549951E0,7.913125157E-1
7.375730190E-1,-3.588749841E-2,1.223199964E0,7.807250023E-1
7.401069050E-1,-3.052499890E-2,1.222237468E0,7.690374851E-1
7.426404450E-1,-3.162499890E-2,1.213712454E0,7.540500164E-1
7.451740600E-1,-3.904999793E-2,1.202024937E0,7.360374928E-1
7.477078280E-1,-5.926249921E-2,1.187037468E0,7.093625069E-1
7.502414880E-1,-8.910000324E-2,1.172187448E0,6.711375117E-1
7.527752550E-1,-1.209999993E-1,1.169024944E0,6.359375119E-1
7.553088730E-1,-1.497374922E-1,1.161599994E0,5.997750163E-1
7.578426400E-1,-1.784749925E-1,1.144549966E0,5.636125207E-1
7.603761610E-1,-2.050125003E-1,1.129562497E0,5.231875181E-1
7.629097750E-1,-2.220624983E-1,1.116912484E0,4.870249927E-1
7.654435440E-1,-2.359499931E-1,1.099862456E0,4.592500031E-1
7.679771610E-1,-2.380124927E-1,1.083912492E0,4.295499921E-1
7.705109530E-1,-2.252250016E-1,1.067824960E0,4.019125104E-1
7.730445700E-1,-2.007499933E-1,1.042387486E0,3.720749915E-1
7.755783370E-1,-1.614249945E-1,1.005125046E0,3.401750028E-1
7.781119550E-1,-1.187999994E-1,9.838125110E-1,2.997500002E-1
7.806456780E-1,-6.984999776E-2,9.891750216E-1,2.443374991E-1
7.831792950E-1,-1.567500085E-2,1.012549996E0,1.698125005E-1
7.857128340E-1,3.863750026E-2,1.068925023E0,9.432499856E-2
7.882466010E-1,8.126249909E-2,1.136024952E0,1.237499993E-2
7.907804520E-1,1.205874979E-1,1.198724985E0,-6.751249731E-2
7.933139930E-1,1.472624987E-1,1.242449999E0,-1.409374923E-1
7.958476080E-1,1.652749926E-1,1.257300019E0,-2.100999951E-1
7.983813750E-1,1.652749926E-1,1.248775005E0,-2.664749920E-1
8.009149780E-1,1.482249945E-1,1.227462530E0,-3.091000021E-1
8.034487450E-1,1.163249984E-1,1.246712446E0,-3.324750066E-1
8.059823620E-1,6.737499684E-2,1.254137516E0,-3.207874894E-1
8.085161290E-1,1.099999994E-2,1.209450006E0,-2.547875047E-1
8.110496840E-1,-2.846249938E-2,1.151975036E0,-1.376374960E-1
8.135832970E-1,-6.462500244E-2,1.064662457E0,2.406249940E-2
8.161170670E-1,-9.006249905E-2,9.572749734E-1,2.092749923E-1
8.186506840E-1,-1.187999994E-1,8.540124893E-1,3.709749877E-1
8.211844370E-1,-1.656875014E-1,8.263750076E-1,4.837250113E-1
8.237180550E-1,-2.231625021E-1,8.688625097E-1,5.465624928E-1
8.262518220E-1,-2.774749994E-1,9.040625095E-1,5.678749681E-1
8.287854390E-1,-3.370124996E-1,8.731250167E-1,5.647125244E-1
8.313189870E-1,-4.072749913E-1,7.858124971E-1,5.359749794E-1
8.338528310E-1,-4.625499845E-1,6.826875210E-1,4.922499955E-1
8.363863710E-1,-5.062749982E-1,5.857499838E-1,4.401375055E-1
8.389201390E-1,-5.455999970E-1,5.037999749E-1,3.806000054E-1
8.414537230E-1,-5.743374825E-1,4.346374869E-1,3.081375062E-1
8.439874900E-1,-5.977125168E-1,3.995749950E-1,2.326499969E-1
8.465211080E-1,-6.212249994E-1,4.197874963E-1,1.570249945E-1
8.490548750E-1,-6.488624811E-1,4.624125063E-1,8.579999954E-2
8.515884720E-1,-6.637125015E-1,4.932124913E-1,3.038750030E-2
8.541222390E-1,-6.785625219E-1,4.985750020E-1,-2.612499986E-3
8.566558570E-1,-6.722375154E-1,4.613125026E-1,-1.209999993E-2
8.591896240E-1,-6.509249806E-1,4.006749988E-1,-1.099999994E-2
8.617231560E-1,-6.371750236E-1,3.856875002E-1,-4.124999978E-4
8.642567690E-1,-6.371750236E-1,3.921499848E-1,8.112499490E-3
8.667905380E-1,-6.551874876E-1,3.878875077E-1,8.112499490E-3
8.693241560E-1,-6.828249693E-1,3.686375022E-1,3.849999979E-3
8.718579000E-1,-7.084000111E-1,3.559874892E-1,-2.708750032E-2
