"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.699076480E-1,-4.111250117E-2,-2.186249942E-2,-1.707749963E-1
8.724412660E-1,-3.904999793E-2,-1.966249943E-2,-1.696749926E-1
8.749750330E-1,-3.904999793E-2,-1.539999992E-2,-1.674750000E-1
8.775086500E-1,-4.537500069E-2,-1.333750039E-2,-1.589500010E-1
8.800424420E-1,-4.221250117E-2,-1.113750041E-2,-1.515250057E-1
8.825760590E-1,-3.684999794E-2,-7.974999957E-3,-1.366750002E-1
8.851098260E-1,-3.588749841E-2,-7.974999957E-3,-1.227874979E-1
8.876433670E-1,-3.368749842E-2,-2.392499894E-2,-1.111000031E-1
8.901771960E-1,-3.588749841E-2,-4.949999973E-2,-9.198749810E-2
8.927107360E-1,-3.684999794E-2,-5.912499875E-2,-7.493750006E-2
8.952445810E-1,-3.052499890E-2,-5.596249923E-2,-6.324999779E-2
8.977781210E-1,-1.663750038E-2,-6.655000150E-2,-5.362499878E-2
9.003117170E-1,-2.887499984E-3,-8.139999956E-2,-3.657500073E-2
9.028454850E-1,1.209999993E-2,-7.397499681E-2,-2.598750032E-2
9.053791020E-1,2.062499896E-2,-6.435000151E-2,-1.966249943E-2
9.079128690E-1,3.121249937E-2,-5.802499875E-2,-1.429999992E-2
9.104465400E-1,3.657500073E-2,-5.596249923E-2,-1.746249944E-2
9.129803070E-1,4.083750024E-2,-4.523750022E-2,-2.282499894E-2
9.155139240E-1,4.289999977E-2,-2.928750031E-2,-3.024999984E-2
9.180476920E-1,4.083750024E-2,-2.296249941E-2,-4.083750024E-2
9.205813090E-1,3.863750026E-2,-2.076249942E-2,-5.156249925E-2
9.231150760E-1,3.341250122E-2,-1.333750039E-2,-6.435000151E-2
9.256486940E-1,2.488750033E-2,-3.891250119E-2,-6.861250103E-2
9.281824610E-1,-6.874999963E-4,-1.271875054E-1,-6.957499683E-2
9.307160150E-1,-2.516249940E-2,-1.985500008E-1,-7.699999958E-2
9.332496290E-1,-3.478749841E-2,-2.378749996E-1,-8.552499861E-2
9.357833980E-1,-2.516249940E-2,-2.782999873E-1,-9.624999762E-2
9.383170150E-1,-1.347499993E-2,-3.070375025E-1,-1.196250021E-1
9.408507830E-1,-7.149999961E-3,-3.261500001E-1,-1.440999955E-1
9.433844000E-1,-7.149999961E-3,-3.465000093E-1,-1.707749963E-1
9.459181670E-1,-8.112499490E-3,-3.528249860E-1,-1.930499971E-1
