"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.243012510E-1,-4.663050175E0,7.678950310E0,-3.400050163E0
8.268350180E-1,-4.703999996E0,7.677000523E0,-3.400050163E0
8.293686400E-1,-4.689000130E0,7.696050167E0,-3.333000183E0
8.319024080E-1,-4.675050259E0,7.684050560E0,-3.289950132E0
8.344360250E-1,-4.725000381E0,7.593000412E0,-3.234000206E0
8.369697920E-1,-4.717950344E0,7.600050449E0,-3.306000233E0
8.395034240E-1,-4.668000221E0,7.650000572E0,-3.484050274E0
8.420371910E-1,-4.713000298E0,7.561950207E0,-3.409050226E0
8.445707310E-1,-4.692000389E0,7.549950123E0,-3.393000126E0
8.471045750E-1,-4.681950092E0,7.543050289E0,-3.426000118E0
8.496381890E-1,-4.620000362E0,7.522950172E0,-3.397050142E0
8.521719560E-1,-4.705950260E0,7.483050346E0,-3.265950203E0
8.547054970E-1,-4.621950150E0,7.497000217E0,-3.415950060E0
8.572391100E-1,-4.621950150E0,7.540050507E0,-3.550950050E0
8.597729600E-1,-4.594050407E0,7.480050564E0,-3.438000202E0
8.623065010E-1,-4.560000420E0,7.525950432E0,-3.463950157E0
8.648402680E-1,-4.591050148E0,7.534950256E0,-3.451950073E0
8.673738850E-1,-4.608000278E0,7.449000359E0,-3.463950157E0
8.699076480E-1,-4.629000187E0,7.381950378E0,-3.427950144E0
8.724412660E-1,-4.573950291E0,7.351050377E0,-3.450000048E0
8.749750330E-1,-4.689000130E0,7.389000416E0,-3.382950068E0
8.775086500E-1,-4.804050446E0,7.333950520E0,-3.294000149E0
8.800424420E-1,-4.888050079E0,7.309950352E0,-3.301950216E0
8.825760590E-1,-4.857000351E0,7.377000332E0,-3.373050213E0
8.851098260E-1,-4.902000427E0,7.413000584E0,-3.390000105E0
8.876433670E-1,-4.849950314E0,7.546950340E0,-3.412050247E0
8.901771960E-1,-4.819050312E0,7.642950535E0,-3.321000099E0
8.927107360E-1,-4.807050228E0,7.729050159E0,-3.172050238E0
8.952445810E-1,-4.897950172E0,7.768050194E0,-2.983050108E0
8.977781210E-1,-4.902000427E0,7.785000324E0,-3.049950123E0
9.003117170E-1,-4.881000042E0,7.852050304E0,-3.154950142E0
9.028454850E-1,-4.929000378E0,7.843950272E0,-3.145950079E0
9.053791020E-1,-4.894950390E0,7.782000542E0,-3.100050211E0
9.079128690E-1,-4.840050220E0,7.669950485E0,-3.222000122E0
9.104465400E-1,-4.732050419E0,7.605000496E0,-3.306000233E0
9.129803070E-1,-4.675050259E0,7.591050148E0,-3.376050234E0
9.155139240E-1,-4.636950016E0,7.569000244E0,-3.406950235E0
9.180476920E-1,-4.552950382E0,7.513950348E0,-3.469050169E0
9.205813090E-1,-4.471050262E0,7.476000309E0,-3.523950100E0
9.231150760E-1,-4.462050438E0,7.353000164E0,-3.541050196E0
9.256486940E-1,-3.798000097E0,7.066050529E0,-3.888000250E0
9.281824610E-1,-2.857050180E0,7.108950138E0,-3.904950142E0
9.307160150E-1,-2.851950169E0,7.270050526E0,-3.450000048E0
