"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.652266060E-1,-8.290950775E0,1.300500035E-1,2.386050224E0
7.677603750E-1,-8.353950500E0,1.800000072E-1,2.428950071E0
7.702939160E-1,-8.442000389E0,3.739500046E-1,2.398050070E0
7.728275340E-1,-8.457000732E0,5.160000324E-1,2.392950058E0
7.753613030E-1,-8.494950294E0,6.139500141E-1,2.311050177E0
7.778949210E-1,-8.622000694E0,7.309500575E-1,2.119950056E0
7.804284590E-1,-8.919000626E0,8.800500631E-1,1.780050039E0
7.829622350E-1,-9.331050873E0,1.006950021E0,1.513950109E0
7.854958520E-1,-9.865050316E0,1.111950040E0,1.399050117E0
7.880296190E-1,-1.024605083E1,8.440500498E-1,1.537950039E0
7.905631600E-1,-1.107405090E1,1.252950072E0,1.626000047E0
7.930967600E-1,-1.155600071E1,1.368000031E0,1.732050061E0
7.956305290E-1,-1.170900059E1,1.288950086E0,1.765050054E0
7.981641470E-1,-1.173105049E1,8.800500631E-1,1.819950104E0
8.006976850E-1,-1.192200089E1,7.740000486E-1,1.902000070E0
8.032314650E-1,-1.243005085E1,9.709500670E-1,1.897050142E0
8.057650830E-1,-1.246095085E1,7.219500542E-1,1.606950045E0
8.082988500E-1,-1.253505039E1,4.650000334E-1,1.249950051E0
8.108323900E-1,-1.250700092E1,2.880000174E-1,1.344000101E0
8.133660240E-1,-1.239705086E1,6.495000422E-2,1.396950126E0
8.158997930E-1,-1.227000046E1,-1.870500147E-1,1.507050037E0
8.184334100E-1,-1.217400074E1,-8.700000644E-1,1.897050142E0
8.209669490E-1,-1.266705036E1,-9.490500689E-1,2.599050045E0
8.235007110E-1,-1.249200058E1,-6.690000296E-1,2.980050087E0
8.260343290E-1,-1.191300011E1,-8.530500531E-1,2.983950138E0
8.285678670E-1,-1.173300076E1,-1.143000007E0,2.905050039E0
8.311017110E-1,-1.152000046E1,-9.510000348E-1,3.181050062E0
8.336352610E-1,-1.114605045E1,-8.029500246E-1,3.310050249E0
8.361690280E-1,-1.082505035E1,-1.114050031E0,3.259950161E0
8.387025680E-1,-1.058805084E1,-1.339050055E0,3.451050282E0
8.412361820E-1,-1.024605083E1,-1.332000017E0,3.621000290E0
8.437699800E-1,-1.016400051E1,-1.441950083E0,3.679050207E0
8.463035970E-1,-9.970050812E0,-1.729950070E0,3.921000242E0
8.488371360E-1,-9.925050735E0,-1.633950114E0,4.024050236E0
8.513709800E-1,-9.715950012E0,-1.813950062E0,4.135950089E0
8.539045350E-1,-9.343050003E0,-1.909950137E0,4.066950321E0
8.564383030E-1,-9.027000427E0,-1.993050098E0,3.982950211E0
8.589718430E-1,-8.707950592E0,-2.197050095E0,3.820050240E0
8.615054570E-1,-8.221950531E0,-2.089050055E0,3.637950182E0
8.640391970E-1,-7.714050293E0,-2.170950174E0,3.331950188E0
8.665728140E-1,-7.230000496E0,-2.053050041E0,3.205050230E0
8.691065810E-1,-6.655950546E0,-1.729950070E0,3.207000256E0
8.716401220E-1,-6.301050186E0,-1.785000086E0,3.139950037E0
8.741737440E-1,-5.856000423E0,-1.380000114E0,2.980050087E0
8.767075140E-1,-5.608950138E0,-8.920500278E-1,2.521950006E0
8.792410540E-1,-5.575050354E0,-8.010000587E-1,2.091000080E0
8.817748980E-1,-5.560950279E0,-4.939500093E-1,1.891950130E0
8.843084680E-1,-5.413050175E0,-1.729500145E-1,1.618950129E0
8.868420830E-1,-5.596950054E0,2.620500028E-1,1.528050065E0
8.893756210E-1,-5.692950249E0,5.590500236E-1,1.432050109E0
8.919093890E-1,-5.896050453E0,9.799500704E-1,1.393950105E0
8.944430010E-1,-6.210000515E0,1.359000087E0,1.380000114E0
8.969767680E-1,-6.409050465E0,1.729950070E0,1.309950113E0
8.995103090E-1,-6.672000408E0,2.089050055E0,1.389000058E0
9.020439220E-1,-7.147050381E0,1.986000061E0,1.092000008E0
9.045776910E-1,-7.309050560E0,2.161050081E0,1.147050023E0
9.071112320E-1,-7.695000172E0,2.058000088E0,1.344000101E0
9.096448450E-1,-8.161950111E0,2.014950037E0,1.561950088E0
9.121786150E-1,-8.421000481E0,2.092050076E0,1.729050040E0
9.147122370E-1,-8.725049973E0,2.134950161E0,1.618950129E0
9.172460040E-1,-9.022050858E0,2.323950052E0,1.429950118E0
9.197795450E-1,-9.276000023E0,2.415000200E0,1.186050057E0
